,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
58285,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 28,,6,s,
58286,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 29,,7,s,
58287,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 30,,11,s,
58288,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 31,,6,s,
58289,13,13K419,Science Skills Center High School for Science Technology and the Creative Arts,Residential District 32,,77,9,
71562,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 01,,s,s,
71563,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 02,,s,s,
71564,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 03,,s,s,
71565,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 04,,s,s,
71566,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 05,,s,s,
71567,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 07,,s,s,
71568,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 08,,s,s,
71569,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 09,,s,s,
71570,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 10,,s,s,
71571,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 11,,s,s,
71572,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 12,,s,s,
71573,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 13,,26,s,
71574,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 14,,12,s,
71575,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 15,,48,6,
71576,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 16,,21,s,
71577,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 17,,168,37,
71578,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 18,,138,21,
71579,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 19,,111,14,
71580,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 20,,44,15,
71581,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 21,,24,8,
71582,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 22,,127,30,
71583,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 23,,55,10,
71584,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 24,,7,s,
71585,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 27,,13,s,
71586,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 28,,s,s,
71587,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 29,,s,s,
71588,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 30,,s,s,
71589,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 31,,s,s,
71590,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District 32,,17,s,
71591,17,17K543,Science Technology and Research Early College High School at Erasmus,Residential District Unknown,,s,s,
66322,15,15K463,Secondary School for Journalism,Residential District 05,,s,s,
66323,15,15K463,Secondary School for Journalism,Residential District 08,,s,s,
66324,15,15K463,Secondary School for Journalism,Residential District 09,,s,s,
66325,15,15K463,Secondary School for Journalism,Residential District 13,,13,s,
66326,15,15K463,Secondary School for Journalism,Residential District 14,,s,s,
66327,15,15K463,Secondary School for Journalism,Residential District 15,,74,6,
66328,15,15K463,Secondary School for Journalism,Residential District 16,,s,s,
66329,15,15K463,Secondary School for Journalism,Residential District 17,,22,s,
66330,15,15K463,Secondary School for Journalism,Residential District 18,,9,s,
66331,15,15K463,Secondary School for Journalism,Residential District 19,,18,s,
66332,15,15K463,Secondary School for Journalism,Residential District 20,,22,s,
66333,15,15K463,Secondary School for Journalism,Residential District 21,,7,s,
66334,15,15K463,Secondary School for Journalism,Residential District 22,,18,s,
66335,15,15K463,Secondary School for Journalism,Residential District 23,,10,s,
66336,15,15K463,Secondary School for Journalism,Residential District 24,,s,s,
66337,15,15K463,Secondary School for Journalism,Residential District 27,,s,s,
66338,15,15K463,Secondary School for Journalism,Residential District 28,,s,s,
66339,15,15K463,Secondary School for Journalism,Residential District 32,,s,s,
35806,7,07X221,South Bronx Preparatory: A College Board School,Residential District 01,,s,s,
35807,7,07X221,South Bronx Preparatory: A College Board School,Residential District 02,,s,s,
35808,7,07X221,South Bronx Preparatory: A College Board School,Residential District 03,,s,s,
35809,7,07X221,South Bronx Preparatory: A College Board School,Residential District 04,,7,s,
35810,7,07X221,South Bronx Preparatory: A College Board School,Residential District 05,,18,s,
35811,7,07X221,South Bronx Preparatory: A College Board School,Residential District 06,,9,s,
35812,7,07X221,South Bronx Preparatory: A College Board School,Residential District 07,,408,80,
35813,7,07X221,South Bronx Preparatory: A College Board School,Residential District 08,,200,11,
35814,7,07X221,South Bronx Preparatory: A College Board School,Residential District 09,,375,11,
35815,7,07X221,South Bronx Preparatory: A College Board School,Residential District 10,,185,s,
35816,7,07X221,South Bronx Preparatory: A College Board School,Residential District 11,,145,s,
35817,7,07X221,South Bronx Preparatory: A College Board School,Residential District 12,,153,6,
35818,7,07X221,South Bronx Preparatory: A College Board School,Residential District 17,,s,s,
35819,7,07X221,South Bronx Preparatory: A College Board School,Residential District 19,,s,s,
35820,7,07X221,South Bronx Preparatory: A College Board School,Residential District 24,,s,s,
35821,7,07X221,South Bronx Preparatory: A College Board School,Residential District 27,,s,s,
35822,7,07X221,South Bronx Preparatory: A College Board School,Residential District 29,,s,s,
35823,7,07X221,South Bronx Preparatory: A College Board School,Residential District 30,,s,s,
35824,7,07X221,South Bronx Preparatory: A College Board School,Residential District 31,,s,s,
35825,7,07X221,South Bronx Preparatory: A College Board School,Residential District Unknown,,s,s,
25502,3,03M859,Special Music School,Residential District 01,,s,s,
25503,3,03M859,Special Music School,Residential District 02,,53,9,
25504,3,03M859,Special Music School,Residential District 03,,43,19,
25505,3,03M859,Special Music School,Residential District 04,,7,s,
25506,3,03M859,Special Music School,Residential District 05,,16,s,
25507,3,03M859,Special Music School,Residential District 06,,28,9,
25508,3,03M859,Special Music School,Residential District 07,,8,s,
25509,3,03M859,Special Music School,Residential District 08,,14,s,
25510,3,03M859,Special Music School,Residential District 09,,15,s,
25511,3,03M859,Special Music School,Residential District 10,,20,s,
25512,3,03M859,Special Music School,Residential District 11,,9,s,
25513,3,03M859,Special Music School,Residential District 12,,s,s,
25514,3,03M859,Special Music School,Residential District 13,,s,s,
25515,3,03M859,Special Music School,Residential District 14,,s,s,
25516,3,03M859,Special Music School,Residential District 15,,15,s,
25517,3,03M859,Special Music School,Residential District 16,,s,s,
25518,3,03M859,Special Music School,Residential District 17,,s,s,
25519,3,03M859,Special Music School,Residential District 18,,s,s,
25520,3,03M859,Special Music School,Residential District 19,,7,s,
25521,3,03M859,Special Music School,Residential District 20,,s,s,
25522,3,03M859,Special Music School,Residential District 21,,s,s,
25523,3,03M859,Special Music School,Residential District 22,,7,s,
25524,3,03M859,Special Music School,Residential District 23,,s,s,
25525,3,03M859,Special Music School,Residential District 24,,6,s,
25526,3,03M859,Special Music School,Residential District 25,,s,s,
25527,3,03M859,Special Music School,Residential District 26,,s,s,
25528,3,03M859,Special Music School,Residential District 27,,10,s,
25529,3,03M859,Special Music School,Residential District 28,,10,s,
25530,3,03M859,Special Music School,Residential District 29,,8,s,
25531,3,03M859,Special Music School,Residential District 30,,21,s,
25532,3,03M859,Special Music School,Residential District 31,,s,s,
25533,3,03M859,Special Music School,Residential District 32,,s,s,
25534,3,03M859,Special Music School,Residential District Unknown,,s,s,
76366,19,19K422,Spring Creek Community School,Residential District 02,,s,s,
76367,19,19K422,Spring Creek Community School,Residential District 05,,s,s,
76368,19,19K422,Spring Creek Community School,Residential District 08,,s,s,
76369,19,19K422,Spring Creek Community School,Residential District 09,,s,s,
76370,19,19K422,Spring Creek Community School,Residential District 13,,6,s,
76371,19,19K422,Spring Creek Community School,Residential District 14,,s,s,
76372,19,19K422,Spring Creek Community School,Residential District 15,,s,s,
76373,19,19K422,Spring Creek Community School,Residential District 16,,s,s,
76374,19,19K422,Spring Creek Community School,Residential District 17,,13,s,
76375,19,19K422,Spring Creek Community School,Residential District 18,,71,s,
76376,19,19K422,Spring Creek Community School,Residential District 19,,342,96,
76377,19,19K422,Spring Creek Community School,Residential District 20,,s,s,
76378,19,19K422,Spring Creek Community School,Residential District 21,,s,s,
76379,19,19K422,Spring Creek Community School,Residential District 22,,20,s,
76380,19,19K422,Spring Creek Community School,Residential District 23,,47,s,
76381,19,19K422,Spring Creek Community School,Residential District 24,,s,s,
76382,19,19K422,Spring Creek Community School,Residential District 25,,s,s,
76383,19,19K422,Spring Creek Community School,Residential District 27,,35,s,
76384,19,19K422,Spring Creek Community School,Residential District 28,,s,s,
76385,19,19K422,Spring Creek Community School,Residential District 30,,s,s,
76386,19,19K422,Spring Creek Community School,Residential District 31,,s,s,
76387,19,19K422,Spring Creek Community School,Residential District 32,,s,s,
119818,31,31R605,Staten Island Technical High School,Residential District 01,,122,s,
119819,31,31R605,Staten Island Technical High School,Residential District 02,,725,s,
119820,31,31R605,Staten Island Technical High School,Residential District 03,,305,s,
119821,31,31R605,Staten Island Technical High School,Residential District 04,,138,s,
119822,31,31R605,Staten Island Technical High School,Residential District 05,,214,s,
119823,31,31R605,Staten Island Technical High School,Residential District 06,,267,s,
119824,31,31R605,Staten Island Technical High School,Residential District 07,,178,s,
119825,31,31R605,Staten Island Technical High School,Residential District 08,,384,s,
119826,31,31R605,Staten Island Technical High School,Residential District 09,,384,s,
119827,31,31R605,Staten Island Technical High School,Residential District 10,,565,s,
