,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 True Applicants,Grade 9 Seats Available - Notes
15582,2,02M500,Unity Center for Urban Technologies,Residential District 08,.,15,s,s,
15583,2,02M500,Unity Center for Urban Technologies,Residential District 09,.,20,s,s,
15584,2,02M500,Unity Center for Urban Technologies,Residential District 10,.,21,s,s,
15585,2,02M500,Unity Center for Urban Technologies,Residential District 11,.,12,s,s,
15586,2,02M500,Unity Center for Urban Technologies,Residential District 12,.,6,s,s,
15587,2,02M500,Unity Center for Urban Technologies,Residential District 13,.,s,s,s,
15588,2,02M500,Unity Center for Urban Technologies,Residential District 14,.,s,s,s,
15589,2,02M500,Unity Center for Urban Technologies,Residential District 19,.,s,s,s,
15590,2,02M500,Unity Center for Urban Technologies,Residential District 22,.,s,s,s,
15591,2,02M500,Unity Center for Urban Technologies,Residential District 23,.,s,s,s,
15592,2,02M500,Unity Center for Urban Technologies,Residential District 24,.,8,s,s,
15593,2,02M500,Unity Center for Urban Technologies,Residential District 27,.,s,s,s,
15594,2,02M500,Unity Center for Urban Technologies,Residential District 28,.,s,s,s,
15595,2,02M500,Unity Center for Urban Technologies,Residential District 29,.,s,s,s,
15596,2,02M500,Unity Center for Urban Technologies,Residential District 30,.,6,s,s,
15597,2,02M500,Unity Center for Urban Technologies,Residential District Unknown,.,s,s,s,
35419,7,07X495,University Heights Secondary School,Residential District 01,.,s,s,s,
35420,7,07X495,University Heights Secondary School,Residential District 02,.,10,s,6,
35421,7,07X495,University Heights Secondary School,Residential District 03,.,16,s,6,
35422,7,07X495,University Heights Secondary School,Residential District 04,.,20,s,7,
35423,7,07X495,University Heights Secondary School,Residential District 05,.,36,s,7,
35424,7,07X495,University Heights Secondary School,Residential District 06,.,43,s,7,
35425,7,07X495,University Heights Secondary School,Residential District 07,.,389,27,129,
35426,7,07X495,University Heights Secondary School,Residential District 08,.,449,34,182,
35427,7,07X495,University Heights Secondary School,Residential District 09,.,462,36,182,
35428,7,07X495,University Heights Secondary School,Residential District 10,.,400,19,128,
35429,7,07X495,University Heights Secondary School,Residential District 11,.,398,32,151,
35430,7,07X495,University Heights Secondary School,Residential District 12,.,345,40,140,
35431,7,07X495,University Heights Secondary School,Residential District 14,.,s,s,s,
35432,7,07X495,University Heights Secondary School,Residential District 15,.,s,s,s,
35433,7,07X495,University Heights Secondary School,Residential District 16,.,s,s,s,
35434,7,07X495,University Heights Secondary School,Residential District 17,.,s,s,s,
35435,7,07X495,University Heights Secondary School,Residential District 18,.,s,s,s,
35436,7,07X495,University Heights Secondary School,Residential District 19,.,s,s,s,
35437,7,07X495,University Heights Secondary School,Residential District 21,.,s,s,s,
35438,7,07X495,University Heights Secondary School,Residential District 22,.,s,s,s,
35439,7,07X495,University Heights Secondary School,Residential District 24,.,10,s,s,
35440,7,07X495,University Heights Secondary School,Residential District 25,.,s,s,s,
35441,7,07X495,University Heights Secondary School,Residential District 26,.,s,s,s,
35442,7,07X495,University Heights Secondary School,Residential District 27,.,s,s,s,
35443,7,07X495,University Heights Secondary School,Residential District 28,.,s,s,s,
35444,7,07X495,University Heights Secondary School,Residential District 29,.,s,s,s,
35445,7,07X495,University Heights Secondary School,Residential District 30,.,7,s,s,
35446,7,07X495,University Heights Secondary School,Residential District Unknown,.,6,s,s,
1351,1,01M448,University Neighborhood High School,Residential District 01,.,190,23,42,
1352,1,01M448,University Neighborhood High School,Residential District 02,.,287,25,67,
1353,1,01M448,University Neighborhood High School,Residential District 03,.,37,s,6,
1354,1,01M448,University Neighborhood High School,Residential District 04,.,41,s,6,
1355,1,01M448,University Neighborhood High School,Residential District 05,.,31,s,s,
1356,1,01M448,University Neighborhood High School,Residential District 06,.,77,s,9,
1357,1,01M448,University Neighborhood High School,Residential District 07,.,39,s,s,
1358,1,01M448,University Neighborhood High School,Residential District 08,.,23,s,s,
1359,1,01M448,University Neighborhood High School,Residential District 09,.,58,s,9,
1360,1,01M448,University Neighborhood High School,Residential District 10,.,53,s,s,
1361,1,01M448,University Neighborhood High School,Residential District 11,.,43,s,6,
1362,1,01M448,University Neighborhood High School,Residential District 12,.,22,s,7,
1363,1,01M448,University Neighborhood High School,Residential District 13,.,61,6,13,
1364,1,01M448,University Neighborhood High School,Residential District 14,.,61,s^,16,
1365,1,01M448,University Neighborhood High School,Residential District 15,.,153,16,29,
1366,1,01M448,University Neighborhood High School,Residential District 16,.,23,s,s,
1367,1,01M448,University Neighborhood High School,Residential District 17,.,34,s,s,
1368,1,01M448,University Neighborhood High School,Residential District 18,.,15,s,s,
1369,1,01M448,University Neighborhood High School,Residential District 19,.,51,s,10,
1370,1,01M448,University Neighborhood High School,Residential District 20,.,34,s,s,
1371,1,01M448,University Neighborhood High School,Residential District 21,.,13,s,s,
1372,1,01M448,University Neighborhood High School,Residential District 22,.,21,s,s,
1373,1,01M448,University Neighborhood High School,Residential District 23,.,26,s,s,
1374,1,01M448,University Neighborhood High School,Residential District 24,.,66,7,22,
1375,1,01M448,University Neighborhood High School,Residential District 25,.,s,s,s,
1376,1,01M448,University Neighborhood High School,Residential District 26,.,s,s,s,
1377,1,01M448,University Neighborhood High School,Residential District 27,.,26,s,s,
1378,1,01M448,University Neighborhood High School,Residential District 28,.,11,s,s,
1379,1,01M448,University Neighborhood High School,Residential District 29,.,s,s,s,
1380,1,01M448,University Neighborhood High School,Residential District 30,.,42,s,8,
1381,1,01M448,University Neighborhood High School,Residential District 31,.,11,s,s,
1382,1,01M448,University Neighborhood High School,Residential District 32,.,53,7,15,
1383,1,01M448,University Neighborhood High School,Residential District Unknown,.,11,s,s,
73071,18,18K642,Urban Action Academy,Residential District 05,.,s,s,s,
73072,18,18K642,Urban Action Academy,Residential District 13,.,s,s,s,
73073,18,18K642,Urban Action Academy,Residential District 14,.,s,s,s,
73074,18,18K642,Urban Action Academy,Residential District 16,.,s,s,s,
73075,18,18K642,Urban Action Academy,Residential District 17,.,7,s,s,
73076,18,18K642,Urban Action Academy,Residential District 18,.,81,s^,17,
73077,18,18K642,Urban Action Academy,Residential District 19,.,28,s,s,
73078,18,18K642,Urban Action Academy,Residential District 22,.,14,s,s,
73079,18,18K642,Urban Action Academy,Residential District 23,.,7,s,s,
73080,18,18K642,Urban Action Academy,Residential District 24,.,s,s,s,
73081,18,18K642,Urban Action Academy,Residential District 27,.,s,s,s,
73082,18,18K642,Urban Action Academy,Residential District 28,.,s,s,s,
73083,18,18K642,Urban Action Academy,Residential District 29,.,s,s,s,
73084,18,18K642,Urban Action Academy,Residential District 32,.,s,s,s,
73085,18,18K642,Urban Action Academy,Residential District Unknown,.,s,s,s,
8570,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 01,.,59,22,s,
8571,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 02,.,17,s^,s,
8572,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 03,.,12,s,s,
8573,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 04,.,9,s,s,
8574,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 05,.,20,s,s,
8575,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 06,.,13,s,s,
8576,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 07,.,18,s,s,
8577,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 08,.,9,s,s,
8578,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 09,.,17,s,s,
8579,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 10,.,34,s,s,
8580,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 11,.,10,s,s,
8581,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 12,.,10,s,s,
8582,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 13,.,11,s,s,
8583,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 14,.,10,s,s,
8584,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 15,.,s,s,s,
8585,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 16,.,s,s,s,
8586,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 17,.,15,s,s,
8587,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 18,.,12,s,s,
8588,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 19,.,30,s,s,
8589,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 20,.,10,s,s,
8590,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 21,.,s,s,s,
8591,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 22,.,13,s,s,
8592,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 23,.,6,s,s,
8593,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 24,.,20,s,s,
8594,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 25,.,s,s,s,
8595,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 27,.,9,s,s,
8596,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 28,.,s,s,s,
8597,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 29,.,s,s,s,
8598,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 30,.,16,s,s,
8599,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 31,.,s,s,s,
8600,2,02M305,Urban Assembly Academy of Government and Law The,Residential District 32,.,19,s,s,
8601,2,02M305,Urban Assembly Academy of Government and Law The,Residential District Unknown,.,s,s,s,
15701,2,02M507,Urban Assembly Gateway School for Technology,Residential District 01,.,14,s,s,
15702,2,02M507,Urban Assembly Gateway School for Technology,Residential District 02,.,228,31,47,
15703,2,02M507,Urban Assembly Gateway School for Technology,Residential District 03,.,140,20,26,
15704,2,02M507,Urban Assembly Gateway School for Technology,Residential District 04,.,62,s^,13,
15705,2,02M507,Urban Assembly Gateway School for Technology,Residential District 05,.,129,18,24,
15706,2,02M507,Urban Assembly Gateway School for Technology,Residential District 06,.,225,39,62,
15707,2,02M507,Urban Assembly Gateway School for Technology,Residential District 07,.,42,s,10,
15708,2,02M507,Urban Assembly Gateway School for Technology,Residential District 08,.,56,s,12,
15709,2,02M507,Urban Assembly Gateway School for Technology,Residential District 09,.,67,s,18,
15710,2,02M507,Urban Assembly Gateway School for Technology,Residential District 10,.,70,s,13,
15711,2,02M507,Urban Assembly Gateway School for Technology,Residential District 11,.,56,s,8,
15712,2,02M507,Urban Assembly Gateway School for Technology,Residential District 12,.,35,s,6,
15713,2,02M507,Urban Assembly Gateway School for Technology,Residential District 13,.,13,s,s,
15714,2,02M507,Urban Assembly Gateway School for Technology,Residential District 14,.,7,s,s,
15715,2,02M507,Urban Assembly Gateway School for Technology,Residential District 15,.,19,s,s,
15716,2,02M507,Urban Assembly Gateway School for Technology,Residential District 16,.,9,s,s,
15717,2,02M507,Urban Assembly Gateway School for Technology,Residential District 17,.,18,s,s,
15718,2,02M507,Urban Assembly Gateway School for Technology,Residential District 18,.,6,s,s,
15719,2,02M507,Urban Assembly Gateway School for Technology,Residential District 19,.,20,s,s,
15720,2,02M507,Urban Assembly Gateway School for Technology,Residential District 20,.,s,s,s,
15721,2,02M507,Urban Assembly Gateway School for Technology,Residential District 21,.,s,s,s,
15722,2,02M507,Urban Assembly Gateway School for Technology,Residential District 22,.,10,s,s,
15723,2,02M507,Urban Assembly Gateway School for Technology,Residential District 23,.,17,s,s,
