,School District,School DBN,School Name,Category,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 Offers,Grade 9 Seats Available - Notes
58884,13,13K483,The Urban Assembly School for Law and Justice,Residential District 22,,78,11,
58885,13,13K483,The Urban Assembly School for Law and Justice,Residential District 23,,80,13,
58886,13,13K483,The Urban Assembly School for Law and Justice,Residential District 24,,21,s,
58887,13,13K483,The Urban Assembly School for Law and Justice,Residential District 25,,s,s,
58888,13,13K483,The Urban Assembly School for Law and Justice,Residential District 26,,s,s,
58889,13,13K483,The Urban Assembly School for Law and Justice,Residential District 27,,47,s,
58890,13,13K483,The Urban Assembly School for Law and Justice,Residential District 28,,s,s,
58891,13,13K483,The Urban Assembly School for Law and Justice,Residential District 29,,8,s,
58892,13,13K483,The Urban Assembly School for Law and Justice,Residential District 30,,s,s,
58893,13,13K483,The Urban Assembly School for Law and Justice,Residential District 31,,6,s,
58894,13,13K483,The Urban Assembly School for Law and Justice,Residential District 32,,70,8,
58895,13,13K483,The Urban Assembly School for Law and Justice,Residential District Unknown,,s,s,
62297,14,14K454,The Williamsburg High School of Art and Technology,Residential District 02,,s,s,
62298,14,14K454,The Williamsburg High School of Art and Technology,Residential District 03,,s,s,
62299,14,14K454,The Williamsburg High School of Art and Technology,Residential District 05,,s,s,
62300,14,14K454,The Williamsburg High School of Art and Technology,Residential District 06,,s,s,
62301,14,14K454,The Williamsburg High School of Art and Technology,Residential District 08,,s,s,
62302,14,14K454,The Williamsburg High School of Art and Technology,Residential District 09,,s,s,
62303,14,14K454,The Williamsburg High School of Art and Technology,Residential District 10,,s,s,
62304,14,14K454,The Williamsburg High School of Art and Technology,Residential District 11,,6,s,
62305,14,14K454,The Williamsburg High School of Art and Technology,Residential District 12,,s,s,
62306,14,14K454,The Williamsburg High School of Art and Technology,Residential District 13,,60,6,
62307,14,14K454,The Williamsburg High School of Art and Technology,Residential District 14,,164,34,
62308,14,14K454,The Williamsburg High School of Art and Technology,Residential District 15,,20,s,
62309,14,14K454,The Williamsburg High School of Art and Technology,Residential District 16,,79,7,
62310,14,14K454,The Williamsburg High School of Art and Technology,Residential District 17,,78,10,
62311,14,14K454,The Williamsburg High School of Art and Technology,Residential District 18,,46,6,
62312,14,14K454,The Williamsburg High School of Art and Technology,Residential District 19,,129,22,
62313,14,14K454,The Williamsburg High School of Art and Technology,Residential District 20,,14,s,
62314,14,14K454,The Williamsburg High School of Art and Technology,Residential District 21,,6,s,
62315,14,14K454,The Williamsburg High School of Art and Technology,Residential District 22,,24,s,
62316,14,14K454,The Williamsburg High School of Art and Technology,Residential District 23,,86,12,
62317,14,14K454,The Williamsburg High School of Art and Technology,Residential District 24,,127,28,
62318,14,14K454,The Williamsburg High School of Art and Technology,Residential District 25,,s,s,
62319,14,14K454,The Williamsburg High School of Art and Technology,Residential District 27,,20,7,
62320,14,14K454,The Williamsburg High School of Art and Technology,Residential District 29,,8,s,
62321,14,14K454,The Williamsburg High School of Art and Technology,Residential District 30,,7,s,
62322,14,14K454,The Williamsburg High School of Art and Technology,Residential District 31,,s,s,
62323,14,14K454,The Williamsburg High School of Art and Technology,Residential District 32,,194,31,
62324,14,14K454,The Williamsburg High School of Art and Technology,Residential District Unknown,,s,s,
45945,10,10X225,Theatre Arts Production Company School,Residential District 01,,s,s,
45946,10,10X225,Theatre Arts Production Company School,Residential District 02,,s,s,
45947,10,10X225,Theatre Arts Production Company School,Residential District 04,,s,s,
45948,10,10X225,Theatre Arts Production Company School,Residential District 05,,6,s,
45949,10,10X225,Theatre Arts Production Company School,Residential District 06,,s,s,
45950,10,10X225,Theatre Arts Production Company School,Residential District 07,,47,6,
45951,10,10X225,Theatre Arts Production Company School,Residential District 08,,63,7,
45952,10,10X225,Theatre Arts Production Company School,Residential District 09,,108,18,
45953,10,10X225,Theatre Arts Production Company School,Residential District 10,,188,32,
45954,10,10X225,Theatre Arts Production Company School,Residential District 11,,87,s,
45955,10,10X225,Theatre Arts Production Company School,Residential District 12,,76,11,
45956,10,10X225,Theatre Arts Production Company School,Residential District 13,,s,s,
45957,10,10X225,Theatre Arts Production Company School,Residential District 14,,s,s,
45958,10,10X225,Theatre Arts Production Company School,Residential District 15,,s,s,
45959,10,10X225,Theatre Arts Production Company School,Residential District 17,,s,s,
45960,10,10X225,Theatre Arts Production Company School,Residential District 19,,s,s,
45961,10,10X225,Theatre Arts Production Company School,Residential District 21,,s,s,
45962,10,10X225,Theatre Arts Production Company School,Residential District 23,,s,s,
45963,10,10X225,Theatre Arts Production Company School,Residential District 27,,s,s,
45964,10,10X225,Theatre Arts Production Company School,Residential District 29,,s,s,
45965,10,10X225,Theatre Arts Production Company School,Residential District 30,,s,s,
45966,10,10X225,Theatre Arts Production Company School,Residential District 31,,s,s,
45967,10,10X225,Theatre Arts Production Company School,Residential District 32,,s,s,
45968,10,10X225,Theatre Arts Production Company School,Residential District Unknown,,s,s,
106968,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 01,,s,s,
106969,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 02,,s,s,
106970,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 04,,s,s,
106971,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 05,,s,s,
106972,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 06,,s,s,
106973,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 08,,8,s,
106974,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 09,,s,s,
106975,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 10,,6,s,
106976,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 11,,8,s,
106977,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 12,,s,s,
106978,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 13,,s,s,
106979,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 14,,6,s,
106980,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 15,,s,s,
106981,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 16,,8,s,
106982,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 17,,6,s,
106983,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 18,,8,s,
106984,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 19,,121,11,
106985,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 20,,s,s,
106986,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 21,,s,s,
106987,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 22,,s,s,
106988,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 23,,11,s,
106989,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 24,,543,40,
106990,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 25,,333,47,
106991,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 26,,358,47,
106992,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 27,,1128,140,
106993,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 28,,1017,169,
106994,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 29,,1262,133,
106995,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 30,,290,24,
106996,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 31,,s,s,
106997,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District 32,,13,s,
106998,28,28Q620,Thomas A. Edison Career and Technical Education High School,Residential District Unknown,,10,s,
31252,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 01,,s,s,
31253,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 02,,6,s,
31254,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 03,,24,s,
31255,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 04,,47,8,
31256,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 05,,219,73,
31257,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 06,,62,7,
31258,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 07,,33,11,
31259,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 08,,28,8,
31260,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 09,,67,24,
31261,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 10,,31,9,
31262,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 11,,24,s,
31263,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 12,,24,6,
31264,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 13,,s,s,
31265,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 15,,s,s,
31266,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 16,,s,s,
31267,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 17,,s,s,
31268,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 19,,s,s,
31269,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 21,,s,s,
31270,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 22,,s,s,
31271,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 24,,s,s,
31272,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 27,,s,s,
31273,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 28,,s,s,
31274,5,05M670,Thurgood Marshall Academy for Learning and Social Change,Residential District 30,,s,s,
